Nombre;Referencia;Categoria;Descripcion
AMARRE PLASTICO N 20 BLANCO 3.6 DOC;123D;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 20 BLANCO 3.6 PAQ X 100;123P;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 20 BLANCO 3.6 U;123;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 20 NEGRO 3.6 DOC;126D;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 20 NEGRO 3.6 PAQ X 100;126P;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 20 NEGRO 3.8 U;126;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 25 BLANCO 3.6 DOC;129D;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 25 BLANCO 3.6 PAQ X 100;129P;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 25 NEGRO 3.6 DOC;132D;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 25 NEGRO 3.6 PAQ X 100;132P;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 25 NEGRO 3.6 U;132;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 30 BLANCO 3.6 DOC;135D;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 30 BLANCO 3.6 PAQ X 100;135P;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 30 BLANCO 3.6 U;135;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 30 NEGRO 3.6 DOC;138D;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 30 NEGRO 3.6 PAQ X 100;138P;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 30 NEGRO 3.6 U;138;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 40 BLANCO 4.8 DOC;141D;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 40 BLANCO 4.8 PAQ X 100;141P;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 40 BLANCO 4.8 U;141;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 40 NEGRO 4.8 DOC;144D;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 40 NEGRO 4.8 PAQ X 100;144P;HERRAJES Y SOPORTES;
AMARRE PLASTICO N 40 NEGRO 4.8 U;144;HERRAJES Y SOPORTES;
AMARRE PLASTICO NEGRO 4.8 X 25cm FORTE UN;3373;HERRAJES Y SOPORTES;16067
AMARRE REUTILIZABLE 4.6 X20cm forte UN;3376;HERRAJES Y SOPORTES;16104
ANGEO PLASTICO 90 CM BLANCO O VERDE 1MT;157;CONSTRUCCION;938M
ANGEO PLASTICO 90 CM BLANCO O VERDE 30M;157R;CONSTRUCCION;938
ANGULO DE ALUMINIO 3/4 1M;159;PERFILES Y WINES;3237
ANGULO DE ALUMINIO 3/4 TIRA X 6MT;159T;PERFILES Y WINES;3237
ANGULO PARA TECHOS PVC 3MT;161;PERFILES Y WINES;FA3
ANTENA CON BASE PARA TV UDUKE;162;ELECTRICOS;
ANTENA CONEJO PARA TV TERMINAL COAXIAL;163;ELECTRICOS;
ANTENA TDT PARA TV 3MT;164;ELECTRICOS;9421
ANTENA TDT PARA TV 5MT;165;ELECTRICOS;9422
ANTICORROSIVO BLANCO 1 GALON SUPER;170;PINTURAS Y DISOLVENTES;125
ANTICORROSIVO BLANCO 1/2 G SUPER;166;PINTURAS Y DISOLVENTES;125
ANTICORROSIVO BLANCO 1/32 G SUPER;167;PINTURAS Y DISOLVENTES;125
ANTICORROSIVO BLANCO 1/4 G SUPER;168;PINTURAS Y DISOLVENTES;125
ANTICORROSIVO BLANCO 1/8 G SUPER;169;PINTURAS Y DISOLVENTES;125
ANTICORROSIVO GRIS 1 GALON SUPER;175;PINTURAS Y DISOLVENTES;117
ANTICORROSIVO GRIS 1/2 G SUPER;171;PINTURAS Y DISOLVENTES;117
ANTICORROSIVO GRIS 1/32 G SUPER;172;PINTURAS Y DISOLVENTES;117
ANTICORROSIVO GRIS 1/4 G SUPER;173;PINTURAS Y DISOLVENTES;117
ANTICORROSIVO GRIS 1/8 G SUPER;174;PINTURAS Y DISOLVENTES;117
ANTICORROSIVO NEGRO MATE 1 GALON SUPER;180;PINTURAS Y DISOLVENTES;128
ANTICORROSIVO NEGRO MATE 1/2 G SUPER;176;PINTURAS Y DISOLVENTES;128
ANTICORROSIVO NEGRO MATE 1/32 G SUPER;177;PINTURAS Y DISOLVENTES;128
ANTICORROSIVO NEGRO MATE 1/4 G SUPER;178;PINTURAS Y DISOLVENTES;128
ANTICORROSIVO NEGRO MATE 1/8 G SUPER;179;PINTURAS Y DISOLVENTES;128
ANTICORROSIVO ROJO 1 GALON SUPER;185;PINTURAS Y DISOLVENTES;120
ANTICORROSIVO ROJO 1/2 G SUPER;181;PINTURAS Y DISOLVENTES;120
ANTICORROSIVO ROJO 1/32 G SUPER;182;PINTURAS Y DISOLVENTES;120
ANTICORROSIVO ROJO 1/4 G SUPER;183;PINTURAS Y DISOLVENTES;120
ANTICORROSIVO ROJO 1/8 G SUPER;184;PINTURAS Y DISOLVENTES;120
ANTICORROSIVO VERDE 1 GALON SUPER;190;PINTURAS Y DISOLVENTES;125
ANTICORROSIVO VERDE 1/2 G SUPER;186;PINTURAS Y DISOLVENTES;125
ANTICORROSIVO VERDE 1/32 G SUPER;187;PINTURAS Y DISOLVENTES;125
ANTICORROSIVO VERDE 1/4 G SUPER;188;PINTURAS Y DISOLVENTES;125
ANTICORROSIVO VERDE 1/8 G SUPER;189;PINTURAS Y DISOLVENTES;125
"ARANDELA 1/8"" UN";192;TORNILLERIA;
"ARANDELA 5/16"" UN";195;TORNILLERIA;
"ARANDELA 5/32"" UN";196;TORNILLERIA;
"ARANDELA A 1"" UN";198;TORNILLERIA;
"ARANDELA A 3/4"" UN";199;TORNILLERIA;
"ARANDELA A 5/8"" UN";200;TORNILLERIA;
"ARANDELA A 7/8"" UN";201;TORNILLERIA;
"ARANDELA A 9/16"" UN";202;TORNILLERIA;
ARBOL VALVULA DE ENTRADA AZUL Y BLANCO BOCHERINI;203;GRIFERIA;A111
ARBOL VALVULA DE ENTRADA 5/16 PLAST GRIFOS;204;GRIFERIA;2461
ARENA DE PEï¿½A 1 LONA;207;CONSTRUCCION;50%
ARENA DE PEï¿½A 1 MT 24 LONAS;206;CONSTRUCCION;0.3
ARENA DE PEï¿½A 1 PALADA;208;CONSTRUCCION;
ARENA DE PEï¿½A 1/2 MT 12 LONAS;205;CONSTRUCCION;30%
ARENA DE POZO 1 LONA;3562;CONSTRUCCION;
ARENA DE POZO 1 MT;3564;CONSTRUCCION;
ARENA DE POZO 1/2 MT 12 LONAS;3563;CONSTRUCCION;
ARENA DE RIO 1 LONA;209;CONSTRUCCION;
ASIENTO SANITARIO BASIC BLANCO/BEIGE CORONA;210;GRIFERIA;32806
ATATODO COLORES OVILLO PEQUEï¿½O;211;SOGAS Y CADENAS;
ATOMIZADOR 1 LITRO KLINTEK;3206;ASEO;55938
ATOMIZADOR 1/2 LITRO RECICLADO;3205;ASEO;55937
AZADON 2LBS H-304 FORTE;3510;HERRAMIENTA MANUAL;2056
BANDEJA TERMOFORMADA PEQUEï¿½A GOYA;3663;PINTURAS Y DISOLVENTES;
BARBUQUEJO 3 APOYOS;2419;DOTACION INDUSTRIAL;12512
BARBUQUEJO 4 APOYOS;213;DOTACION INDUSTRIAL;19223
BARNIZ BRILLANTE MADETEC 1 GALON PINTUCO;218;PINTURAS Y DISOLVENTES;10014465
BARNIZ BRILLANTE MADETEC 1/2 G PINTUCO;214;PINTURAS Y DISOLVENTES;10014465
BARNIZ BRILLANTE MADETEC 1/32 G PINTUCO;215;PINTURAS Y DISOLVENTES;10014465
BARNIZ BRILLANTE MADETEC 1/4 G PINTUCO;216;PINTURAS Y DISOLVENTES;10014465
BARNIZ BRILLANTE MADETEC 1/8 G PINTUCO;217;PINTURAS Y DISOLVENTES;10014465
BARNIZ EXPERTO TRANSPARENTE 1 GALON SUPER;223;PINTURAS Y DISOLVENTES;320
BARNIZ EXPERTO TRANSPARENTE 1/2 G SUPER;219;PINTURAS Y DISOLVENTES;320
BARNIZ EXPERTO TRANSPARENTE 1/32 G SUPER;220;PINTURAS Y DISOLVENTES;320
BARNIZ EXPERTO TRANSPARENTE 1/4 G SUPER;221;PINTURAS Y DISOLVENTES;320
BARNIZ EXPERTO TRANSPARENTE 1/8 G SUPER;222;PINTURAS Y DISOLVENTES;320
BARRA AGRICOLA 1-1/8 1200mm x 102mm TRUPER;3549;HERRAMIENTA MANUAL;19985
BARREDOR DE PUERTA 92 CM;3453;HOGAR Y COCINA;14078
BARRILITO PARA MANGUERA DE GAS BRONCE;224;PARTES Y REPUESTOS;
BASE PARA LICUADORA CON CUCHILLAS SAMURAI;225;HOGAR Y COCINA;
BASE PARA LICUADORA OSTER;226;HOGAR Y COCINA;
BASE PARA LICUADORA SAMURAI;227;HOGAR Y COCINA;
BENJAMIN BEIGE MERCURY;229;ELECTRICOS;
BENJAMIN NEGRO MERCURY;230;ELECTRICOS;
BETUN BOWY NEGRO 32 GR;231;LUBRICANTES;
BETUN BOWY NEGRO 325 GR;3210;LUBRICANTES;
BETUN BOWY NEGRO 55 GR;232;LUBRICANTES;40%
BETUN BOWY PROFESIONAL NEGRO 230GR;233;LUBRICANTES;40%
BETUN BOWY PROFESIONAL NEGRO KILO;3440;PINTURAS Y DISOLVENTES;30%
BICARBONATO BOLSITA;3380;ASEO;112
"BISAGRA COMUN LATON 1"" INDUMA UNIDAD";234;HERRAJES Y SOPORTES;
BISAGRA COMUN LATON 11/2  INDUMA UNIDAD;235;HERRAJES Y SOPORTES;539
"BISAGRA COMUN LATON 2"" INDUMA UNIDAD";236;HERRAJES Y SOPORTES;
"BISAGRA COMUN LATON 21/2""  INDUMA UNIDAD";237;HERRAJES Y SOPORTES;541
"BISAGRA COMUN LATON 21/2"" X 21/2"" INDUMA UNIDAD";238;HERRAJES Y SOPORTES;524
"BISAGRA COMUN LATON 3/4"" INDUMA UNIDAD";240;HERRAJES Y SOPORTES;
"BISAGRA COMUN LATON 31/2"" INDUMA UNIDAD";241;HERRAJES Y SOPORTES;544
"BISAGRA COMUN LATON 4""  INDUMA UNIDAD";242;HERRAJES Y SOPORTES;
"BISAGRA NUDO 3X3"" INDUMA UNIDAD";243;HERRAJES Y SOPORTES;527
"BISAGRA OMEGA 2"" GATO UNIDAD";245;HERRAJES Y SOPORTES;
"BISAGRA OMEGA 21/2"" GATO UNIDAD";246;HERRAJES Y SOPORTES;
"BISAGRA OMEGA 3"" GATO UNIDAD";247;HERRAJES Y SOPORTES;
BISAGRA PARCHE PAR;248;HERRAJES Y SOPORTES;967
BISAGRA PLANA VENTANA UNIDAD;249;HERRAJES Y SOPORTES;
"BISAGRA REDONDA 1/2"" UNIDAD";250;HERRAJES Y SOPORTES;
"BISAGRA REDONDA 3/4"" CORTA UNIDAD";251;HERRAJES Y SOPORTES;
"BISAGRA REDONDA 3/4"" LARGA UNIDAD";3287;HERRAJES Y SOPORTES;
"BISAGRA REDONDA 3/8"" UNIDAD";252;HERRAJES Y SOPORTES;
"BISAGRA REDONDA 5/8"" CORTA UNIDAD";253;HERRAJES Y SOPORTES;
"BISAGRA REDONDA 5/8"" LARGA UNIDAD";254;HERRAJES Y SOPORTES;
BISAGRA REDONDA ALA N3 MEDIANA UNIDAD;3289;HERRAJES Y SOPORTES;
BISAGRA SEMI PARCHE PAR;255;HERRAJES Y SOPORTES;
"BISTURI 5"" BLISTER PRETUL";256;HERRAMIENTA MANUAL;22403
"BISTURI 6"" CON GRIP TRUPER";258;HERRAMIENTA MANUAL;16977
BISTURI METALICO GRANDE;1318;HERRAMIENTA MANUAL;
BISTURI PLASTICO ECO GRANDE;261;HERRAMIENTA MANUAL;
"BISTURI TIPO LAPIZ PROFESIONAL 6""";3323;HERRAMIENTA MANUAL;16969
BLOQUE N 5 BLANCO 12X30CM;3688;CONSTRUCCION;TODO TIPO DE OBRA CIVILO MAMPOSTERIA
BOCALLAVE GATO GUERRERO;3348;CERRAJERIA Y SEGURIDAD;UNUL12
BOLSA DE ESTOPA FINA 200GM ROJA;264;PINTURAS Y DISOLVENTES;
BOLSA DE ESTOPA FINA 100G NEGRA;265;PINTURAS Y DISOLVENTES;
BOLSA NEGRA N 22 PAQUETE;3460;HOGAR Y COCINA;
BOLSA NEGRA N 22 UNIDAD;3614;HOGAR Y COCINA;
BOLSA NEGRA N 28 UNIDAD;875;HOGAR Y COCINA;
BOLSA NEGRA N 32 UNIDAD;2421;HOGAR Y COCINA;
BOMBA MANUAL PARA INFLAR 80 PSI PRETUL;3459;HERRAMIENTA MANUAL;21690
BOMBILLO 100W RISE;266;ELECTRICOS;
BOMBILLO 150W SYLVANIA;267;ELECTRICOS;994
BOMBILLO CANDELABRO;3176;ELECTRICOS;
BOMBILLO VELA E27;3172;ELECTRICOS;
BOMBILLO CANDELABRO TRANSPARENTE;3173;ELECTRICOS;
BOMBILLO VEHICULO 1 CONTACTO;268;ELECTRICOS;19
BOMBILLO VEHICULO 2 CONTACTO;269;ELECTRICOS;20
BOMBILLO GU10 5W MERCURY;270;ELECTRICOS;45818
BOMBILLO LED 10.7 W KALLEY;271;ELECTRICOS;16234
BOMBILLO LED 4W ILUMAX;272;ELECTRICOS;18121
BOMBILLO LED 5W E27 LUZ BLANCA MERCURY;273;ELECTRICOS;50763
BOMBILLO LED 8.5 W KALLEY;274;ELECTRICOS;16227
BOMBILLO LED 50W ZAFIRO;275;ELECTRICOS;
BOMBILLO LED 30W ZAFIRO;276;ELECTRICOS;
BOMBILLO 9W LED CON SENSOR MERCURY;3201;ELECTRICOS;1008
BOMBILLO LED PERFUME NEVERA 3W MERCURY;3349;ELECTRICOS;UNUL34
BOMBILLO LED PROYECTOS;277;ELECTRICOS;742
BOMBILLO LINTERNA;278;ELECTRICOS;300
BOMBILLO MULTIUSO 25 W 40;279;ELECTRICOS;21
BOMBILLO PIMPON COLORES;3174;DOTACION INDUSTRIAL;
BOMBILLO VELA E14;280;ELECTRICOS;50058
BOQUILLA BEIGE 2K MAXI;283;CONSTRUCCION;
BOQUILLA BLANCA CONCOLOR 2K CORONA;285;CONSTRUCCION;93419 40%
BOQUILLA NEGRA 2K MAXI;287;CONSTRUCCION;
BOQUILLA PARA MANGUERA PLASTICA PRETUL;286;GRIFERIA;21140
BOQUILLA PISTOLA CHORRO;288;PARTES Y REPUESTOS;
BOQUILLA PISTOLA PUNTO;289;PARTES Y REPUESTOS;
BOQUILLA CAOBA 2K MAXI;290;CONSTRUCCION;
BOQUILLERA 3x1 ALUMINIO 1M;291;PERFILES Y WINES;2001750%
BOQUILLERA 3x1 ALUMINIO TIRA 6MT;291T;PERFILES Y WINES;2001740%
BORNERA PARA BREAKERS TACOS 2;1739;CONSTRUCCION;43259
BORNERA PARA BREAKERS TACOS 3;1740;LUBRICANTES;43260
BORNES DE PLOMO PARA BATERIA 2 PIEZAS TRUPER;3551;HERRAMIENTA ELECTRICA;23041
BORNES PARA BATERIA PAR 12V 6E UYUSTOOLS;3496;ELECTRICOS;
BOTON MADERA NATUTAL MIEL CAOBA Y NEGRO LISO;293;HERRAJES Y SOPORTES;
BOTON METALICO BICELADO GRANDE;294;HERRAJES Y SOPORTES;
BREAKER TACO DE RIEL 1 X 40 EXTERIOR;3442;ELECTRICOS;10013731
BREAKER TACO PLUG 40 A EXE;3512;ELECTRICOS;44631
"BRIDA FLEXIBLE 3"" CORTA SANITARIO";295;GRIFERIA;334
BRILLA METAL GRANDE FOXTER;296;LUBRICANTES;
BRILLA METAL PEQUEï¿½O FOXTER;297;LUBRICANTES;
BROCA ACERO HSS 1/16 INCOLMA;298;ABRASIVOS Y CONSUMIBLES;750026
BROCA ACERO HSS 1/2 INCOLMA;299;ABRASIVOS Y CONSUMIBLES;750505
BROCA ACERO HSS 1/4 INCOLMA;300;ABRASIVOS Y CONSUMIBLES;750265
BROCA ACERO HSS 1/8 INCOLMA;301;ABRASIVOS Y CONSUMIBLES;750109
BROCA ACERO HSS 11/32 INCOLMA;302;ABRASIVOS Y CONSUMIBLES;750380
BROCA ACERO HSS 11/64 INCOLMA;303;ABRASIVOS Y CONSUMIBLES;750166
BROCA ACERO HSS 13/32 INCOLMA;304;ABRASIVOS Y CONSUMIBLES;750448
BROCA ACERO HSS 13/64 INCOLMA;305;ABRASIVOS Y CONSUMIBLES;750208
BROCA ACERO HSS 15/64 INCOLMA;306;ABRASIVOS Y CONSUMIBLES;750240
BROCA ACERO HSS 19/64 INCOLMA;308;ABRASIVOS Y CONSUMIBLES;750323
BROCA ACERO HSS 21/64 INCOLMA;309;ABRASIVOS Y CONSUMIBLES;750364
BROCA ACERO HSS 3/16 INCOLMA;310;ABRASIVOS Y CONSUMIBLES;750182
BROCA ACERO HSS 3/32 INCOLMA;311;ABRASIVOS Y CONSUMIBLES;750067
BROCA ACERO HSS 3/8 INCOLMA;312;ABRASIVOS Y CONSUMIBLES;750422
BROCA ACERO HSS 5/16 INCOLMA;313;ABRASIVOS Y CONSUMIBLES;750349
BROCA ACERO HSS 5/32 INCOLMA;314;ABRASIVOS Y CONSUMIBLES;750141
BROCA ACERO HSS 5/64 INCOLMA;315;ABRASIVOS Y CONSUMIBLES;750042
BROCA ACERO HSS 7/16 INCOLMA;316;ABRASIVOS Y CONSUMIBLES;750463
BROCA ACERO HSS 7/32 INCOLMA;317;ABRASIVOS Y CONSUMIBLES;750224
BROCA ACERO HSS 7/64 INCOLMA;318;ABRASIVOS Y CONSUMIBLES;750083
BROCA ACERO HSS 9/32 INCOLMA;319;ABRASIVOS Y CONSUMIBLES;750307
"BROCA CONCRETO 1/2 X 12"" TRUPER";3272;ABRASIVOS Y CONSUMIBLES;11233
"BROCA CONCRETO 1/4 X 12"" TRUPER";3270;ABRASIVOS Y CONSUMIBLES;11209
"BROCA CONCRETO 1/4 X 4"" TRUPER";350;ABRASIVOS Y CONSUMIBLES;11203
"BROCA CONCRETO 3/16 X 4"" TRUPER";351;ABRASIVOS Y CONSUMIBLES;11200
"BROCA CONCRETO 3/8 x 5"" TRUPER";352;ABRASIVOS Y CONSUMIBLES;11221
"BROCA CONCRETO 5/16 X 12"" TRUPER";3271;ABRASIVOS Y CONSUMIBLES;11218
"BROCA CONCRETO 5/16 X 4"" TRUPER";353;ABRASIVOS Y CONSUMIBLES;11212
"BROCA CONCRETO SDS RANURADA 1/2 X 6"" TRUPER";3276;ABRASIVOS Y CONSUMIBLES;11279
"BROCA CONCRETO SDS RANURADA 1/4 X 6"" TRUPER";3273;ABRASIVOS Y CONSUMIBLES;11264
"BROCA CONCRETO SDS RANURADA 3/8 X 6"" TRUPER";3275;ABRASIVOS Y CONSUMIBLES;11272
"BROCA CONCRETO SDS RANURADA 3/8"" X 12"" TRUPER";3332;TUBERIAS Y ACCESORIOS;11275
"BROCA CONCRETO SDS RANURADA 5/16 X 6"" TRUPER";3274;ABRASIVOS Y CONSUMIBLES;11269
"BROCA ESPADA PARA MADERA 1"" TRUPER";321;ABRASIVOS Y CONSUMIBLES;11384
"BROCA ESPADA PARA MADERA 1/2"" TRUPER";322;ABRASIVOS Y CONSUMIBLES;11372
"BROCA ESPADA PARA MADERA 3/4"" TRUPER";323;ABRASIVOS Y CONSUMIBLES;11378
"BROCA ESPADA PARA MADERA 3/8"" TRUPER";324;ABRASIVOS Y CONSUMIBLES;11366
BROCA HSS 1/16 MP TOOLS;325;ABRASIVOS Y CONSUMIBLES;2674
BROCA HSS 1/2 MP TOOLS;326;ABRASIVOS Y CONSUMIBLES;1023
BROCA HSS 1/8 MP TOOLS;328;ABRASIVOS Y CONSUMIBLES;1079
BROCA HSS 11/64 MP TOOLS;329;ABRASIVOS Y CONSUMIBLES;1029
BROCA HSS 3/32 MP TOOLS;331;ABRASIVOS Y CONSUMIBLES;3411
BROCA HSS 3/8 MP TOOLS;332;ABRASIVOS Y CONSUMIBLES;33239
BROCA HSS 5/16 MP TOOLS;333;ABRASIVOS Y CONSUMIBLES;
BROCA HSS 5/32 MP TOOLS;334;ABRASIVOS Y CONSUMIBLES;4089
BROCA HSS 5/64 MP TOOLS;335;ABRASIVOS Y CONSUMIBLES;1043
BROCA HSS 7/16 MP TOOLS;336;ABRASIVOS Y CONSUMIBLES;3458
BROCA HSS 7/64 MP TOOLS;337;ABRASIVOS Y CONSUMIBLES;613
BROCA HSS 9/64 MP TOOLS;338;ABRASIVOS Y CONSUMIBLES;2843
"BROCA HSS ACERO RAPIDO 1/4"" TRUPER";339;ABRASIVOS Y CONSUMIBLES;11134
"BROCA HSS ACERO RAPIDO 1/8"" TRUPER";340;ABRASIVOS Y CONSUMIBLES;11118
"BROCA HSS ACERO RAPIDO 13/64"" TUPER";341;ABRASIVOS Y CONSUMIBLES;11128
"BROCA HSS ACERO RAPIDO 5/8"" TRUPER";343;ABRASIVOS Y CONSUMIBLES;11170
"BROCA HSS ACERO RAPIDO 9/16"" TRUPER";344;ABRASIVOS Y CONSUMIBLES;11168
"BROCA MURO 1/2"" DIAGER";345;ABRASIVOS Y CONSUMIBLES;
"BROCA MURO 1/2"" MAKITA";3297;ABRASIVOS Y CONSUMIBLES;THRO716U
"BROCA MURO 1/4"" DIAGER";346;ABRASIVOS Y CONSUMIBLES;
"BROCA MURO 3/16"" DIAGER";347;ABRASIVOS Y CONSUMIBLES;
"BROCA MURO 3/8"" DIAGER";348;ABRASIVOS Y CONSUMIBLES;
"BROCA MURO 5/16"" DIAGER";349;ABRASIVOS Y CONSUMIBLES;
"BROCA PARA ROUTER TOOLCRAFT D 7/8"" X L 3/4""";3340;ABRASIVOS Y CONSUMIBLES;
"BROCHA CERDA SINTETICA 1"" PINTE";3515;PINTURAS Y DISOLVENTES;112375
"BROCHA CERDA SINTETICA 1/2"" PINTE";3514;PINTURAS Y DISOLVENTES;112367
"BROCHA CERDA SINTETICA 11/2"" PINTE";3516;PINTURAS Y DISOLVENTES;112383
"BROCHA CERDA SINTETICA 2"" PINTE";3517;PINTURAS Y DISOLVENTES;112391
"BROCHA CERDA SINTETICA 21/2"" PINTE";3518;PINTURAS Y DISOLVENTES;112409
"BROCHA CERDA SINTETICA 3"" PINTE";3519;PINTURAS Y DISOLVENTES;112417
"BROCHA MANGO MADERA 2"" PRETUL";355;PINTURAS Y DISOLVENTES;24473
"BROCHA MANGO MADERA 3"" PRETUL";356;PINTURAS Y DISOLVENTES;24475
"BROCHA MANGO MADERA 4"" PRETUL";357;PINTURAS Y DISOLVENTES;24476
"BROCHA MANGO PLASTICO 1"" TRUPER";358;PINTURAS Y DISOLVENTES;14481
"BROCHA MANGO PLASTICO 1/2"" TRUPER";359;PINTURAS Y DISOLVENTES;14480
"BROCHA MANGO PLASTICO 11/2"" TRUPER";360;PINTURAS Y DISOLVENTES;14482
"BROCHA MANGO PLASTICO 2"" TRUPER";361;PINTURAS Y DISOLVENTES;14483
"BROCHA MANGO PLASTICO 21/2"" TRUPER";362;PINTURAS Y DISOLVENTES;14484
"BROCHA MANGO PLASTICO 3"" TRUPER";354;PINTURAS Y DISOLVENTES;14485
"BROCHA POPULAR BLANCA 1"" GOYA";364;PINTURAS Y DISOLVENTES;1306
"BROCHA POPULAR BLANCA 1/2"" GOYA";365;PINTURAS Y DISOLVENTES;1305
"BROCHA POPULAR BLANCA 2 1/2"" GOYA";366;PINTURAS Y DISOLVENTES;1309
"BROCHA POPULAR BLANCA 4"" GOYA";369;PINTURAS Y DISOLVENTES;1311
"BROCHA POPULAR BLANCA 5"" GOYA";370;PINTURAS Y DISOLVENTES;1312
"BROCHA POPULAR BLANCA 6"" GOYA";371;PINTURAS Y DISOLVENTES;1313
"BROCHA PROFESIONAL PLASTICO 5"" PINTUCO";372;PINTURAS Y DISOLVENTES;10338412
BUSHING GALVANIZADO 1/2 X 3/8;396;TUBERIAS Y ACCESORIOS;20231
BUSHING BRONCE 1/2 X 3/8;374;PARTES Y REPUESTOS;
BUSHING BRONCE 3/8 X 1/4;375;PARTES Y REPUESTOS;
BUSHING GALVANIZADO 3/4 X 1/2;373;TUBERIAS Y ACCESORIOS;20331
"BUJE ADAP CAUCHO 11/2"" A SIFON LAVAMANOS";376;TUBERIAS Y ACCESORIOS;
"BUJE ADAP CAUCHO 11/2"" A SIFON LAVAPLATOS";377;TUBERIAS Y ACCESORIOS;
"BUJE ADAP CAUCHO 11/4"" A SIFON LAVAMANOS";378;TUBERIAS Y ACCESORIOS;
"BUJE ADAP CAUCHO 11/4"" A SIFON LAVAPLATOS";379;TUBERIAS Y ACCESORIOS;
"BUJE ADAP CAUCHO 2"" A SIFON LAVAMANOS";380;TUBERIAS Y ACCESORIOS;
"BUJE ADAP CAUCHO 2"" A SIFON LAVAPLATOS";381;TUBERIAS Y ACCESORIOS;
"BUJE SANITARIO 2X11/2""";382;TUBERIAS Y ACCESORIOS;1102
"BUJE SANITARIO 3X11/2""";383;TUBERIAS Y ACCESORIOS;1103
"BUJE SANITARIO 3X2""";384;TUBERIAS Y ACCESORIOS;1104
"BUJE SANITARIO 4X2""";385;TUBERIAS Y ACCESORIOS;1105
"BUJE SANITARIO 4X3""";386;TUBERIAS Y ACCESORIOS;1106
"BUJE PVC SOLDADO 11/2X 11/4""";387;TUBERIAS Y ACCESORIOS;2406
"BUJE PVC SOLDADO  11/2X 3/4""";388;TUBERIAS Y ACCESORIOS;2384
"BUJE PVC SOLDADO 11/4X3/4""";389;TUBERIAS Y ACCESORIOS;2368
"BUJE PVC SOLDADO  1X1/2""";390;TUBERIAS Y ACCESORIOS;2325
"BUJE PVC SOLDADO  1X3/4""";391;TUBERIAS Y ACCESORIOS;2341
"BUJE PVC SOLDADO  2X1""";392;TUBERIAS Y ACCESORIOS;2414
"BUJE PVC SOLDADO  2X11/2""";393;TUBERIAS Y ACCESORIOS;2430
"BUJE PVC SOLDADO  2X11/4""";394;TUBERIAS Y ACCESORIOS;2422
"BUJE PVC SOLDADO  3/4X1/2""";395;TUBERIAS Y ACCESORIOS;2309
CABEZA TELEDUCHA CROMADA BOCHERINI;397;GRIFERIA;HE16
CABLE 1X1 1.5mt;398;ELECTRICOS;
CABLE 2X1  1.5mt;399;ELECTRICOS;
CABLE 2X2 1.5mt;400;ELECTRICOS;
CABLE 2X2 fino USA 1.5mt;401;ELECTRICOS;
CABLE 3X1 1.5mt;402;ELECTRICOS;
CABLE 3X3  1.5mt;403;ELECTRICOS;
CABLE 3X3  3mt;404;ELECTRICOS;
CABLE ANTENA COAXIAL BLANCO;405;ELECTRICOS;
CABLE ANTENA COAXIAL NEGRO;406;ELECTRICOS;
CABLE DE PODER TREBOL;407;ELECTRICOS;
CABLE DE PODER FINO;408;ELECTRICOS;447
CABLE DUPLEX  2X10 CABLEXCOL 1MT;409;ELECTRICOS;
CABLE DUPLEX 2X12 CABLEXCOL 1MT;410;ELECTRICOS;
CABLE DUPLEX 2X14 CABLEXCOL 1MT;411;ELECTRICOS;
CABLE DUPLEX 2X16 CABLEXCOL 1MT;412;ELECTRICOS;
CABLE DUPLEX 2X8 CABLEXCOL 1MT;413;ELECTRICOS;
CABLE ENCAUCHETADO 2X12;3350;ELECTRICOS;653
CABLE ENCAUCHETADO 2X14;414;ELECTRICOS;654
CABLE ENCAUCHETADO 3X12;3351;ELECTRICOS;658
CABLE GRABADORA ECO;415;ELECTRICOS;
CABLE GRABADORA FINO;416;ELECTRICOS;
CABLE HDMI 1.5MT;417;ELECTRICOS;
CABLE HDMI 3MT;418;ELECTRICOS;3581
CABLE HDMI 5MT;419;ELECTRICOS;3490
CABLE N6 VERDE 8 HILOS;420;ELECTRICOS;
CABLE POLARIZADO 2X18 CONCABLES 1MT;421;ELECTRICOS;
CABLE POLARIZADO 2X22 CONCABLES 1MT;422;ELECTRICOS;
